,dist_right,y,dist_around,dist_left,dist_up,dist_bottom,x
4028,9,6,20.616,0,6,20,13
4029,1,18,28.018,17,0,32,1
4030,8,7,13.0,0,3,9,24
4031,10,2,17.263,1,25,7,26
4032,1,18,7.071,17,21,11,22
4033,0,2,27.019,1,7,25,8
4034,6,13,28.636,12,0,23,1
4035,7,8,21.954,1,3,3,10
4036,1,1,30.806,0,3,29,4
4037,2,17,9.22,16,19,13,20
4038,9,3,16.279,2,20,1,32
4039,0,19,3.0,18,31,1,32
4040,15,4,26.627,3,6,26,7
4041,4,2,22.023,1,14,18,15
4042,0,6,17.029,0,11,15,18
4043,2,0,27.586,0,8,24,9
4044,10,9,27.857,2,2,0,3
4045,3,12,8.602,11,23,9,24
4046,10,2,17.263,1,25,7,26
4047,2,17,16.125,16,12,20,13
4048,12,0,19.235,0,31,1,32
4049,3,16,3.162,0,2,5,28
4050,0,19,0.0,18,28,4,29
4051,5,1,20.125,0,19,13,20
4052,10,5,14.866,4,23,9,24
4053,11,1,18.248,0,25,7,26
4054,3,16,3.606,0,5,2,31
4055,1,11,8.062,10,9,3,30
4056,8,7,22.472,0,3,3,10
4057,1,18,27.019,17,1,31,2
4058,1,18,9.055,17,19,13,20
4059,1,14,20.616,13,8,16,9
4060,1,18,1.414,17,29,3,30
4061,8,11,27.203,10,2,10,3
4062,2,17,5.385,16,23,9,24
4063,8,4,15.033,3,29,3,30
4064,4,8,11.705,1,4,8,25
4065,3,12,21.19,11,8,24,9
4066,2,17,16.125,16,12,20,13
4067,11,4,21.932,3,12,20,13
4068,4,15,4.123,14,27,5,28
4069,1,18,4.123,17,32,0,33
4070,14,1,24.759,0,11,21,12
4071,7,8,20.248,1,5,1,12
4072,8,11,28.16,10,1,11,2
4073,7,12,26.926,11,2,30,3
4074,15,4,31.765,3,0,32,1
4075,7,8,13.601,1,0,12,21
4076,10,2,17.029,1,27,5,28
4077,6,9,11.662,2,2,10,23
4078,5,1,23.431,0,13,19,14
4079,0,15,7.211,14,22,10,23
4080,4,15,27.295,14,1,31,2
4081,8,4,15.133,3,26,6,27
4082,3,16,3.606,0,5,2,31
4083,1,14,14.866,13,14,10,15
4084,9,10,23.77,4,1,6,7
4085,1,18,2.236,17,30,2,31
4086,0,15,5.657,14,24,8,25
4087,9,10,29.411,4,0,2,1
4088,9,10,10.77,4,0,2,1
4089,1,18,18.439,17,0,32,1
4090,7,12,12.369,11,7,25,8
4091,9,10,10.198,4,2,0,3
4092,17,2,4.472,1,0,32,1
4093,3,12,14.422,11,12,20,13
4094,2,10,27.857,4,10,2,31
4095,7,12,12.649,11,0,32,1
4096,2,10,22.361,4,4,8,25
4097,1,1,6.083,0,10,22,11
4098,0,19,30.61,18,28,4,29
4099,0,12,29.547,11,31,1,32
4100,0,19,21.024,18,13,19,14
4101,11,4,8.062,3,11,21,12
4102,3,12,20.809,11,21,11,22
4103,1,18,18.0,17,4,28,5
4104,1,18,18.439,17,8,24,9
4105,10,5,7.071,4,9,23,10
4106,1,11,23.707,10,5,7,26
4107,0,6,11.662,0,8,18,15
4108,5,7,26.926,0,10,2,31
4109,8,4,20.396,3,24,8,25
4110,10,9,9.22,2,2,0,3
4111,0,15,25.0,14,24,8,25
4112,9,10,10.05,4,0,7,6
4113,6,9,18.358,2,0,12,21
4114,19,0,2.0,0,2,30,3
4115,18,1,4.123,0,0,32,1
4116,4,2,11.18,1,15,17,16
4117,1,18,20.591,17,14,18,15
4118,9,6,19.925,0,17,9,24
4119,10,5,19.647,4,23,9,24
4120,3,16,31.385,0,6,1,32
4121,5,14,14.56,13,0,24,1
4122,12,3,16.279,2,9,12,21
4123,5,7,22.136,0,5,7,26
4124,12,7,7.28,0,2,0,3
4125,2,13,14.765,12,11,12,12
4126,13,2,18.111,1,22,10,23
4127,3,9,24.698,2,7,5,28
4128,9,3,24.187,2,17,4,29
4129,4,15,26.627,14,26,6,27
4130,2,17,30.232,16,29,3,30
4131,8,11,30.083,10,12,0,33
4132,8,4,23.345,3,27,5,28
4133,6,6,23.77,0,21,5,28
4134,0,2,2.236,1,5,27,6
4135,4,15,30.887,14,31,1,32
4136,7,8,10.63,1,5,1,12
4137,3,12,13.416,11,10,22,11
4138,1,11,25.495,10,7,5,28
4139,10,2,24.083,1,28,4,29
4140,9,10,10.44,4,2,5,8
4141,12,3,7.616,2,0,21,12
4142,1,18,26.173,17,23,9,24
4143,1,18,19.698,17,12,20,13
4144,9,10,10.05,4,0,7,6
4145,3,16,28.844,0,3,4,29
4146,0,19,29.069,18,26,6,27
4147,12,0,24.0,0,28,4,29
4148,2,13,19.105,12,18,5,19
4149,17,2,3.606,1,1,31,2
4150,2,0,1.0,0,5,27,6
4151,8,7,10.63,0,6,0,13
4152,8,11,11.045,10,5,7,6
4153,6,13,13.153,12,6,17,7
4154,4,2,12.166,1,16,16,17
4155,7,5,20.616,4,24,8,25
4156,2,17,17.117,16,6,26,7
4157,8,11,11.045,10,5,7,6
4158,12,0,20.0,0,24,8,25
4159,4,15,27.459,14,27,5,28
4160,14,5,5.831,4,7,25,8
4161,0,19,19.925,18,10,22,11
4162,1,4,4.123,3,3,29,4
4163,5,14,30.414,13,0,1,32
4164,0,6,10.817,0,7,19,14
4165,10,2,24.083,1,28,4,29
4166,11,1,15.62,0,27,5,28
4167,7,8,7.071,1,2,10,23
4168,4,15,12.166,14,29,3,30
4169,11,1,15.62,0,27,5,28
4170,8,4,15.811,3,30,2,31
4171,13,6,16.553,0,2,0,3
4172,1,14,4.123,13,13,11,14
4173,11,1,13.892,0,24,8,25
4174,0,6,8.062,0,7,19,14
4175,8,7,10.817,0,2,4,9
4176,11,1,17.692,0,30,2,31
4177,11,4,9.849,3,21,11,22
4178,0,15,7.28,14,24,8,25
4179,6,6,11.402,0,20,6,27
4180,4,15,16.125,14,1,31,2
4181,6,13,14.0,12,3,20,4
4182,9,3,17.205,2,20,1,32
4183,2,17,15.524,16,32,0,33
4184,1,14,5.099,13,12,12,13
4185,0,19,12.53,18,28,4,29
4186,15,4,13.454,3,7,25,8
4187,0,6,7.28,0,9,17,16
4188,1,18,5.099,17,18,14,19
4189,0,12,13.038,11,30,2,31
4190,4,2,11.045,1,18,14,19
4191,4,15,12.166,14,29,3,30
4192,15,4,14.213,3,6,26,7
4193,2,17,11.705,16,28,4,29
4194,6,6,13.038,0,22,4,29
4195,3,12,3.162,11,20,12,21
4196,15,0,13.601,0,21,11,22
4197,12,7,17.088,0,1,1,2
4198,10,9,17.464,2,0,2,1
4199,15,4,19.235,3,0,32,1
4200,0,19,15.232,18,31,1,32
4201,5,7,11.662,0,7,5,28
4202,12,7,16.155,0,12,0,33
4203,4,15,10.198,14,27,5,28
4204,3,12,4.123,11,21,11,22
4205,7,12,11.045,11,6,26,7
4206,2,17,12.649,16,5,27,6
4207,8,4,15.0,3,29,3,30
4208,3,9,14.56,2,11,1,32
4209,9,3,12.806,2,14,7,26
4210,0,12,9.055,11,26,6,27
4211,2,17,4.472,16,19,13,20
4212,4,15,14.142,14,3,29,4
4213,2,17,5.0,16,14,18,15
4214,4,8,11.18,1,7,5,28
4215,4,8,11.18,1,7,5,28
4216,13,2,12.083,1,22,10,23
4217,14,5,17.0,4,2,30,3
4218,5,1,12.042,0,16,16,17
4219,5,10,9.487,4,3,4,9
4220,8,11,12.166,10,5,7,6
4221,0,2,17.804,1,3,29,4
4222,2,13,4.0,12,21,2,22
4223,13,6,17.464,0,1,1,2
4224,6,6,15.652,0,25,1,32
4225,0,15,2.0,14,17,15,18
4226,1,18,17.72,17,0,32,1
4227,3,3,10.198,2,8,13,20
4228,3,9,13.601,2,10,2,31
4229,15,0,13.601,0,21,11,22
4230,1,18,12.083,17,6,26,7
4231,8,11,17.117,10,0,12,1
4232,13,2,12.083,1,22,10,23
4233,4,11,5.385,10,2,10,23
4234,0,19,10.817,18,26,6,27
4235,12,0,15.811,0,26,6,27
4236,0,19,12.53,18,6,26,7
4237,9,6,7.616,0,14,12,21
4238,9,10,12.369,4,0,7,6
4239,1,18,13.928,17,30,2,31
4240,12,0,15.811,0,26,6,27
4241,0,15,3.606,14,14,18,15
4242,13,6,13.038,0,0,26,7
4243,4,11,8.246,10,9,3,10
4244,5,7,15.232,0,11,1,32
4245,5,7,15.232,0,11,1,32
4246,4,15,9.22,14,26,6,27
4247,12,3,11.662,2,12,9,24
4248,3,16,15.297,0,7,0,33
4249,2,17,4.123,16,18,14,19
4250,5,1,12.166,0,15,17,16
4251,8,7,8.485,0,3,9,24
4252,2,0,12.207,0,9,23,10
4253,1,14,7.211,13,22,2,23
4254,12,0,15.62,0,28,4,29
4255,1,18,10.63,17,23,9,24
4256,4,15,15.811,14,1,31,2
4257,6,9,4.123,2,0,12,21
4258,1,18,8.062,17,17,15,18
4259,5,1,9.22,0,14,18,15
4260,2,10,13.0,4,9,3,30
4261,2,13,7.616,12,9,14,10
4262,3,9,15.033,2,11,1,32
4263,9,3,13.038,2,16,5,28
4264,2,17,8.602,16,11,21,12
4265,2,4,6.083,3,15,17,16
4266,1,1,11.402,0,9,23,10
4267,6,9,4.123,2,0,12,21
4268,0,19,14.213,18,5,27,6
4269,7,5,9.434,4,24,8,25
4270,6,13,16.279,12,0,23,1
4271,16,3,17.464,2,21,0,33
4272,19,0,18.868,0,0,32,1
4273,5,14,12.649,13,4,20,5
4274,9,10,16.0,4,0,2,1
4275,3,16,13.416,0,4,3,5
4276,1,14,6.403,13,11,13,12
4277,7,5,11.18,4,26,6,27
4278,10,9,16.031,2,12,0,33
4279,2,10,8.0,4,4,8,25
4280,2,17,8.062,16,12,20,13
4281,3,3,7.071,2,6,15,18
4282,4,11,6.083,10,10,2,11
4283,3,16,12.53,0,5,2,6
4284,2,17,9.22,16,22,10,23
4285,9,3,10.63,2,13,8,25
4286,4,15,10.296,14,7,25,8
4287,10,2,17.0,1,31,1,32
4288,18,1,16.643,0,2,30,3
4289,3,16,17.088,0,0,7,1
4290,8,11,10.05,10,6,6,7
4291,4,15,10.296,14,25,7,26
4292,5,7,14.318,0,10,2,31
4293,1,18,11.314,17,24,8,25
4294,18,1,17.493,0,1,31,2
4295,4,15,12.083,14,5,27,6
4296,1,1,15.0,0,4,28,5
4297,0,19,14.213,18,5,27,6
4298,2,13,3.162,12,17,6,18
4299,2,10,10.0,4,6,6,27
4300,0,19,12.728,18,7,25,8
4301,4,15,13.928,14,29,3,30
4302,8,11,12.042,10,4,8,5
4303,9,6,5.657,0,14,12,21
4304,5,10,7.0,4,3,9,24
4305,3,16,14.318,0,4,3,30
4306,6,6,15.524,0,25,1,32
4307,0,15,5.831,14,19,13,20
4308,7,8,4.472,1,0,12,21
4309,12,0,16.401,0,29,3,30
4310,2,17,8.062,16,20,12,21
4311,1,14,8.062,13,23,1,24
4312,0,19,17.493,18,1,31,2
4313,8,11,10.05,10,6,6,7
4314,4,8,14.142,1,10,2,31
4315,0,19,16.643,18,30,2,31
4316,3,9,13.038,2,9,3,30
4317,1,18,10.63,17,23,9,24
4318,3,16,13.416,0,4,3,5
4319,0,19,9.849,18,20,12,21
4320,14,5,10.296,4,7,25,8
4321,6,6,12.649,0,22,4,29
4322,9,10,15.0,4,1,1,2
4323,0,6,4.0,0,10,16,17
4324,7,12,15.133,11,1,31,2
4325,4,11,6.083,10,2,10,23
4326,10,5,6.403,4,12,20,13
4327,1,18,16.125,17,30,2,31
4328,12,7,16.279,0,0,2,1
4329,0,6,4.123,0,11,15,18
4330,12,7,16.401,0,0,6,7
4331,4,15,17.117,14,2,30,3
4332,17,2,23.431,1,1,31,2
4333,8,4,16.401,3,29,3,30
4334,4,11,6.325,10,1,11,22
4335,5,7,11.18,0,4,8,25
4336,2,4,13.342,3,16,16,17
4337,0,19,6.325,18,25,7,26
4338,8,4,14.765,3,26,6,27
4339,9,3,17.205,2,18,3,30
4340,3,12,5.099,11,20,12,21
4341,5,10,7.071,4,0,12,21
4342,6,9,8.062,2,0,12,21
4343,7,8,9.487,1,2,10,23
4344,5,1,17.088,0,13,19,14
4345,3,9,14.422,2,11,1,32
4346,2,0,22.672,0,4,28,5
4347,7,5,16.279,4,30,2,31
4348,15,0,17.263,0,22,10,23
4349,7,12,13.928,11,32,0,33
4350,16,3,19.105,2,21,0,33
4351,0,15,2.236,14,20,12,21
4352,0,19,12.166,18,31,1,32
4353,11,8,15.811,1,12,0,33
4354,6,9,8.062,2,0,12,21
4355,2,0,20.248,0,8,24,9
4356,2,13,8.062,12,12,11,13
4357,8,7,13.454,0,4,2,11
4358,12,7,21.471,0,0,2,1
4359,0,12,9.434,11,27,5,28
4360,5,14,13.342,13,1,0,33
4361,4,2,15.033,1,18,14,19
4362,3,9,9.434,2,4,8,25
4363,12,0,19.235,0,28,4,29
4364,4,11,6.325,10,1,11,22
4365,11,4,13.601,3,23,9,24
4366,14,1,17.464,0,12,20,13
4367,8,7,12.207,0,6,0,13
4368,17,2,24.207,1,0,32,1
4369,0,12,11.18,11,29,3,30
4370,3,12,5.831,11,22,10,23
4371,3,12,6.403,11,15,17,16
4372,2,10,11.402,4,8,4,29
4373,12,7,16.401,0,0,6,7
4374,9,3,17.205,2,18,3,30
4375,2,13,7.211,12,13,10,14
4376,5,10,7.616,4,2,10,23
4377,15,0,17.263,0,22,10,23
4378,7,8,11.402,1,6,0,13
4379,3,3,14.142,2,6,15,18
4380,10,5,12.369,4,22,10,23
4381,1,4,19.105,3,5,27,6
4382,1,18,13.038,17,32,0,33
4383,0,19,4.472,18,23,9,24
4384,11,8,20.125,1,1,1,2
4385,8,7,12.207,0,6,0,13
4386,6,0,17.72,0,14,18,15
4387,9,6,14.213,0,4,22,11
4388,7,5,16.279,4,30,2,31
4389,1,18,9.055,17,28,4,29
4390,19,0,25.495,0,0,32,1
4391,1,5,12.369,4,16,16,17
4392,3,12,8.602,11,12,20,13
4393,1,14,5.0,13,23,1,24
4394,2,10,8.602,4,4,8,25
4395,9,10,20.248,4,0,2,1
4396,7,8,12.042,1,5,1,12
4397,6,6,16.279,0,25,1,32
4398,15,0,17.029,0,20,12,21
4399,7,5,13.416,4,25,7,26
4400,2,17,1.0,16,18,14,19
4401,2,17,17.0,16,2,30,3
4402,4,15,9.22,14,28,4,29
4403,13,2,15.524,1,23,9,24
4404,0,19,2.236,18,20,12,21
4405,0,19,11.18,18,8,24,9
4406,6,6,14.866,0,23,3,30
4407,15,4,17.692,3,7,25,8
4408,5,7,15.62,0,11,1,32
4409,5,7,13.454,0,8,4,29
4410,10,2,18.601,1,30,2,31
4411,6,9,8.944,2,3,9,24
4412,0,2,19.849,1,6,26,7
4413,12,7,20.591,0,1,1,2
4414,1,18,7.071,17,12,20,13
4415,11,1,17.088,0,25,7,26
4416,0,15,2.236,14,9,23,10
4417,7,8,5.385,1,6,0,13
4418,2,13,2.0,12,12,11,13
4419,10,2,21.954,1,29,3,30
4420,16,3,24.166,2,21,0,33
4421,1,11,19.105,10,9,3,30
4422,4,11,2.236,10,9,3,10
4423,12,0,19.105,0,24,8,25
4424,1,14,6.083,13,16,8,17
4425,9,6,13.038,0,15,11,22
4426,5,7,15.232,0,4,8,25
4427,2,13,2.0,12,12,11,13
4428,6,6,22.136,0,25,1,32
4429,1,14,6.083,13,16,8,17
4430,7,8,5.099,1,5,1,12
4431,4,15,4.472,14,6,26,7
4432,3,9,17.464,2,7,5,28
4433,6,0,15.811,0,19,13,20
4434,16,3,14.142,2,0,2,1
4435,3,16,9.487,0,1,6,2
4436,1,11,18.111,10,8,4,29
4437,0,15,13.153,14,23,9,24
4438,0,6,10.63,0,12,14,19
4439,4,2,11.705,1,14,18,15
4440,0,19,6.325,18,12,20,13
4441,9,3,17.205,2,13,8,25
4442,8,11,9.22,10,1,11,2
4443,0,6,9.22,0,10,16,17
4444,0,19,6.325,18,12,20,13
4445,5,14,3.162,13,7,17,8
4446,1,18,8.602,17,3,29,4
4447,1,18,9.434,17,2,30,3
4448,3,9,21.378,2,11,1,32
4449,12,0,19.105,0,24,8,25
4450,0,12,14.036,11,24,8,25
4451,4,15,8.246,14,2,30,3
4452,4,8,14.866,1,4,8,25
4453,0,19,6.0,18,10,22,11
4454,5,7,20.881,0,10,2,31
4455,3,16,21.213,0,6,1,32
4456,4,2,11.705,1,14,18,15
4457,0,19,14.318,18,23,9,24
4458,12,0,22.204,0,28,4,29
4459,1,1,13.0,0,5,27,6
4460,7,8,5.099,1,5,1,12
4461,6,9,4.123,2,3,3,10
4462,5,7,18.028,0,7,5,28
4463,10,2,20.248,1,27,5,28
4464,3,16,10.44,0,0,7,1
4465,2,17,8.062,16,17,15,18
4466,7,12,4.123,11,6,26,7
4467,5,7,16.155,0,5,7,26
4468,2,17,6.403,16,5,27,6
4469,11,4,9.22,3,12,20,13
4470,6,13,8.0,12,2,21,3
4471,1,1,13.892,0,3,29,4
4472,2,4,11.402,3,17,15,18
4473,3,16,4.243,0,7,0,8
4474,0,6,10.63,0,12,14,19
4475,3,12,4.123,11,14,18,15
4476,11,1,20.0,0,26,6,27
4477,7,5,16.125,4,24,8,25
4478,0,19,10.0,18,18,14,19
4479,1,1,13.892,0,3,29,4
4480,9,3,18.028,2,14,7,26
4481,1,1,12.0,0,10,22,11
4482,3,12,13.038,11,23,9,24
4483,4,2,13.038,1,17,15,18
4484,15,0,17.692,0,22,10,23
4485,10,2,23.707,1,31,1,32
4486,12,3,14.142,2,9,12,21
4487,0,19,11.662,18,20,12,21
4488,0,19,10.0,18,18,14,19
4489,2,17,16.492,16,26,6,27
4490,2,17,7.211,16,4,28,5
4491,2,4,9.849,3,14,18,15
4492,19,0,16.401,0,0,32,1
4493,0,15,2.0,14,10,22,11
4494,9,6,7.28,0,6,20,13
4495,12,0,23.022,0,29,3,30
4496,8,7,12.53,0,1,11,22
4497,0,15,5.385,14,15,17,16
4498,0,19,10.817,18,19,13,20
4499,4,8,21.587,1,11,1,32
4500,3,9,16.125,2,10,2,31
4501,7,8,10.63,1,2,4,9
4502,2,17,18.358,16,7,25,8
4503,2,17,16.763,16,11,21,12
4504,3,12,11.0,11,16,16,17
4505,3,9,16.125,2,10,2,31
4506,4,8,12.207,1,6,6,27
4507,1,18,20.809,17,28,4,29
4508,8,7,9.22,0,3,3,10
4509,1,18,17.117,17,14,18,15
4510,2,17,16.492,16,12,20,13
4511,7,5,10.77,4,26,6,27
4512,0,6,5.0,0,10,16,17
4513,0,15,14.0,14,16,16,17
4514,6,6,15.811,0,25,1,32
4515,2,17,16.031,16,17,15,18
4516,0,19,20.125,18,7,25,8
4517,7,8,9.899,1,3,3,10
4518,15,0,6.083,0,22,10,23
4519,14,5,16.492,4,32,0,33
4520,15,0,4.123,0,12,20,13
4521,1,18,20.248,17,5,27,6
4522,2,0,11.045,0,5,27,6
4523,2,17,19.416,16,5,27,6
4524,2,17,16.125,16,14,18,15
4525,5,14,19.849,13,0,1,32
4526,2,17,20.0,16,4,28,5
4527,6,9,8.944,2,6,0,13
4528,3,3,3.606,2,2,19,14
4529,13,2,6.083,1,22,10,23
4530,16,3,16.125,2,21,0,33
4531,4,2,2.236,1,18,14,19
4532,5,1,1.0,0,15,17,16
4533,1,18,18.028,17,10,22,11
4534,6,13,20.0,12,0,23,1
4535,4,11,12.207,10,9,3,10
4536,6,9,9.434,2,1,11,22
4537,7,5,8.944,4,24,8,25
4538,5,7,12.53,0,7,5,28
4539,6,6,9.434,0,18,8,25
4540,2,17,16.0,16,16,16,17
4541,5,7,12.53,0,7,5,28
4542,1,14,14.318,13,22,2,23
4543,1,14,14.318,13,22,2,23
4544,0,19,24.083,18,0,32,1
4545,0,19,19.698,18,8,24,9
4546,2,17,20.0,16,28,4,29
4547,6,6,14.866,0,24,2,31
4548,8,7,7.211,0,6,0,13
4549,2,13,12.166,12,18,5,19
4550,2,17,20.0,16,4,28,5
4551,11,1,11.0,0,27,5,28
4552,0,19,18.248,18,13,19,14
4553,8,11,18.028,10,1,11,2
4554,14,1,6.0,0,22,10,23
4555,5,7,15.232,0,10,2,31
4556,2,17,20.0,16,4,28,5
4557,3,12,11.0,11,16,16,17
4558,7,8,9.22,1,4,2,11
4559,8,4,10.44,3,26,6,27
4560,11,4,5.831,3,11,21,12
4561,12,7,11.662,0,0,6,7
4562,2,17,16.763,16,21,11,22
4563,14,5,9.849,4,7,25,8
4564,2,13,13.892,12,9,14,10
4565,2,0,9.055,0,7,25,8
4566,2,17,16.0,16,16,16,17
4567,6,6,10.296,0,19,7,26
4568,2,17,17.464,16,9,23,10
4569,8,7,9.22,0,3,3,10
4570,3,9,14.422,2,8,4,29
4571,2,17,16.0,16,16,16,17
4572,0,6,5.831,0,13,13,20
4573,3,12,13.038,11,9,23,10
4574,2,17,21.26,16,2,30,3
4575,3,9,13.601,2,7,5,28
4576,13,6,14.866,0,2,0,3
4577,1,14,13.153,13,14,10,15
4578,13,6,16.763,0,0,2,1
4579,5,10,10.817,4,5,2,11
4580,5,10,9.849,4,0,12,21
4581,7,5,9.849,4,25,7,26
4582,0,5,12.649,4,4,28,5
4583,2,17,19.416,16,5,27,6
4584,4,2,1.0,1,16,16,17
4585,16,3,20.224,2,0,2,1
4586,0,15,15.033,14,21,11,22
4587,7,8,8.246,1,2,10,23
4588,0,19,19.026,18,21,11,22
4589,2,17,20.248,16,31,1,32
4590,3,16,23.345,0,3,4,4
4591,8,11,18.601,10,5,7,6
4592,7,5,7.81,4,26,6,27
4593,6,13,22.204,12,2,21,3
4594,6,0,5.0,0,15,17,16
4595,2,0,11.0,0,9,23,10
4596,10,5,13.0,4,8,24,9
4597,0,19,19.647,18,25,7,26
4598,6,0,6.0,0,14,18,15
4599,16,3,20.224,2,0,2,1
4600,3,9,10.817,2,6,6,27
4601,11,4,4.0,3,20,12,21
4602,12,0,10.0,0,30,2,31
4603,18,1,18.028,0,2,30,3
4604,3,12,15.0,11,11,21,12
4605,1,18,18.682,17,25,7,26
4606,13,2,2.0,1,20,12,21
4607,0,6,7.211,0,10,16,17
4608,2,4,8.062,3,13,19,14
4609,19,0,19.0,0,1,31,2
4610,11,4,4.123,3,21,11,22
4611,1,1,14.036,0,6,26,7
4612,6,6,9.22,0,21,5,28
4613,4,8,12.806,1,10,2,31
4614,0,19,21.954,18,9,23,10
4615,19,0,20.0,0,0,32,1
4616,8,11,21.954,10,1,11,2
4617,2,4,4.472,3,18,14,19
4618,5,7,12.207,0,10,2,31
4619,1,1,14.036,0,6,26,7
4620,0,19,24.207,18,5,27,6
4621,0,2,11.18,1,9,23,10
4622,4,15,17.493,14,29,3,30
4623,4,11,13.601,10,12,0,13
4624,0,15,16.553,14,13,19,14
4625,1,5,7.81,4,14,18,15
4626,3,9,11.402,2,7,5,28
4627,1,14,17.205,13,10,14,11
4628,8,4,7.211,3,26,6,27
4629,1,18,22.204,17,7,25,8
4630,1,18,19.313,17,13,19,14
4631,6,6,8.485,0,20,6,27
4632,5,1,6.083,0,14,18,15
4633,6,6,11.662,0,24,2,31
4634,1,18,19.313,17,27,5,28
4635,0,15,15.524,14,24,8,25
4636,5,10,14.866,4,4,3,10
4637,5,7,9.22,0,6,6,27
4638,1,18,18.974,17,26,6,27
4639,2,10,10.77,4,4,8,25
4640,3,16,17.088,0,1,6,27
4641,1,18,21.633,17,8,24,9
4642,2,17,23.345,16,4,28,5
4643,3,12,12.369,11,23,9,24
4644,2,0,16.0,0,4,28,5
4645,13,2,9.22,1,11,21,12
4646,5,14,20.518,13,5,19,6
4647,10,2,8.246,1,28,4,29
4648,6,0,1.0,0,19,13,20
4649,0,19,19.026,18,19,13,20
4650,1,5,7.81,4,14,18,15
4651,3,12,12.369,11,17,15,18
4652,15,4,20.396,3,0,32,1
4653,7,12,19.209,11,5,27,6
4654,4,8,8.944,1,4,8,25
4655,3,16,17.889,0,3,4,29
4656,6,6,11.662,0,24,2,31
4657,2,13,13.342,12,17,6,18
4658,5,10,10.44,4,3,9,24
4659,0,15,15.0,14,20,12,21
4660,3,12,16.279,11,9,23,10
4661,15,4,13.601,3,7,25,8
4662,5,14,19.105,13,7,17,8
4663,4,15,19.209,14,32,0,33
4664,3,16,22.627,0,4,3,5
4665,8,11,18.601,10,5,7,6
4666,13,2,2.0,1,20,12,21
4667,6,9,12.728,2,5,1,12
4668,5,14,19.799,13,6,18,7
4669,4,8,11.314,1,8,4,29
4670,0,2,15.133,1,5,27,6
4671,2,17,14.318,16,26,6,27
4672,0,19,31.385,18,2,30,3
4673,6,6,3.162,0,22,4,29
4674,13,2,18.028,1,11,21,12
4675,8,11,23.409,10,7,5,8
4676,1,11,8.246,10,11,1,32
4677,4,11,11.314,10,1,11,22
4678,0,2,25.02,1,4,28,5
4679,3,9,7.81,2,4,8,25
4680,7,12,23.77,11,7,25,8
4681,0,19,18.868,18,19,13,20
4682,3,12,12.042,11,21,11,22
4683,3,16,13.153,0,2,5,28
4684,1,1,23.087,0,6,26,7
4685,11,1,2.236,0,28,4,29
4686,4,15,12.042,14,30,2,31
4687,9,6,6.708,0,17,9,24
4688,7,12,30.364,11,0,32,1
4689,2,13,20.591,12,11,12,12
4690,3,16,13.342,0,1,6,27
4691,4,11,12.042,10,0,12,21
4692,0,19,20.616,18,16,16,17
4693,0,19,16.279,18,26,6,27
4694,1,18,25.0,17,9,23,10
4695,9,10,24.042,4,1,6,7
4696,1,18,20.518,17,15,17,16
4697,12,7,23.345,0,0,6,7
4698,1,11,8.246,10,7,5,28
4699,12,7,5.0,0,12,0,33
4700,1,5,12.166,4,17,15,18
4701,14,1,9.22,0,20,12,21
4702,4,11,10.63,10,2,10,23
4703,1,14,22.825,13,9,15,10
4704,2,17,19.105,16,16,16,17
4705,10,5,21.095,4,8,24,9
4706,4,15,12.369,14,32,0,33
4707,3,9,6.083,2,8,4,29
4708,12,7,23.345,0,0,6,7
4709,12,0,5.831,0,24,8,25
4710,0,19,16.031,18,28,4,29
4711,14,1,9.22,0,20,12,21
4712,10,2,2.236,1,27,5,28
4713,5,10,9.899,4,2,10,23
4714,2,4,13.038,3,16,16,17
4715,4,8,5.385,1,7,5,28
4716,0,5,24.083,4,5,27,6
4717,2,17,22.023,16,12,20,13
4718,1,18,15.033,17,28,4,29
4719,0,15,17.692,14,16,16,17
4720,3,3,11.0,2,7,14,19
4721,1,5,11.18,4,18,14,19
4722,6,9,9.22,2,2,10,23
4723,0,19,17.464,18,22,10,23
4724,2,4,15.033,3,14,18,15
4725,14,1,18.111,0,11,21,12
4726,1,14,13.038,13,22,2,23
4727,1,5,16.125,4,13,19,14
4728,0,15,13.892,14,22,10,23
4729,6,9,20.881,2,3,3,10
4730,1,11,8.544,10,6,6,27
4731,6,0,11.402,0,18,14,19
4732,12,3,6.0,2,12,9,24
4733,14,5,22.091,4,7,25,8
4734,5,10,10.63,4,1,11,22
4735,14,5,29.069,4,0,32,1
4736,11,1,2.236,0,28,4,29
4737,1,18,24.207,17,10,22,11
4738,2,4,14.036,3,15,17,16
4739,6,13,25.08,12,6,17,7
4740,2,13,14.866,12,18,5,19
4741,5,14,27.313,13,4,20,5
4742,2,10,7.28,4,11,1,32
4743,10,5,17.117,4,12,20,13
4744,3,3,15.0,2,3,18,15
4745,0,19,24.839,18,10,22,11
4746,4,8,5.385,1,11,1,32
4747,7,12,28.46,11,2,30,3
4748,19,0,27.166,0,2,30,3
4749,5,7,5.657,0,5,7,26
4750,7,8,21.587,1,2,4,9
4751,1,18,28.302,17,5,27,6
4752,13,2,18.028,1,11,21,12
4753,15,4,29.017,3,0,32,1
4754,1,18,15.033,17,28,4,29
4755,1,18,19.849,17,16,16,17
4756,4,11,11.314,10,1,11,22
4757,10,2,24.083,1,29,3,30
4758,0,12,24.187,11,26,6,27
4759,0,19,29.833,18,28,4,29
4760,10,5,5.831,4,8,24,9
4761,3,12,14.422,11,13,19,14
4762,15,4,6.403,3,0,32,1
